CODE,DATE,NAME.x,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Date2,Date3,SECTOR,NAME.y
UNGA,08-May-20,Unga Group Ltd,26.1,36.5,28.1,28.1,28.1,28.150000000000002,-0.05,0.18%,"5,900",-,08-05-2020,2020-05-08,Manufacturing and Allied,Unga Group Ltd
UNGA,02-Dec-19,Unga Group Ltd,26.1,37,31.650000000000002,35.5,32.75,35.1,-2.35,6.70%,"1,400",-,02-12-2019,2019-12-02,Manufacturing and Allied,Unga Group Ltd
UNGA,16-Sep-20,Unga Group Ltd,26.1,34.05,30.5,32,30.650000000000002,30,0.65,2.17%,1100,-,16-09-2020,2020-09-16,Manufacturing and Allied,Unga Group Ltd
UNGA,28-Oct-20,Unga Group Ltd,26.1,35,30,30,30,30,-,-,-,-,28-10-2020,2020-10-28,Manufacturing and Allied,Unga Group Ltd
UNGA,20-Jan-20,Unga Group Ltd,26.1,37,31.95,31.95,31.95,34.65,-2.7,7.79%,100,-,20-01-2020,2020-01-20,Manufacturing and Allied,Unga Group Ltd
UNGA,23-Nov-20,Unga Group Ltd,26.1,34.05,30.05,30.05,30.05,30.05,-,-,-,-,23-11-2020,2020-11-23,Manufacturing and Allied,Unga Group Ltd
UNGA,12-Jun-20,Unga Group Ltd,26.1,36.5,28.8,28.8,28.8,28.8,-,-,-,-,12-06-2020,2020-06-12,Manufacturing and Allied,Unga Group Ltd
UNGA,29-Dec-20,Unga Group Ltd,26.1,34.05,31.8,31.8,31.8,31.5,0.3,0.95%,100,-,29-12-2020,2020-12-29,Manufacturing and Allied,Unga Group Ltd
UNGA,28-Jan-20,Unga Group Ltd,26.1,36.5,31,31,31,31,-,-,-,-,28-01-2020,2020-01-28,Manufacturing and Allied,Unga Group Ltd
UNGA,13-Jul-20,Unga Group Ltd,26.1,35,28.05,28.05,28.05,29.85,-1.8,6.03%,100,-,13-07-2020,2020-07-13,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Jan-19,Unga Group Ltd,26.1,37,38.75,38.75,38.75,38.75,-,-,-,-,24-01-2019,2019-01-24,Manufacturing and Allied,Unga Group Ltd
UNGA,24-Jun-20,Unga Group Ltd,26.1,36.5,29.45,29.45,29.45,28.75,0.7,2.43%,"1,200",-,24-06-2020,2020-06-24,Manufacturing and Allied,Unga Group Ltd
UNGA,12-Mar-20,Unga Group Ltd,26.1,37,31,32.5,31.9,30,1.9,6.33%,500,-,12-03-2020,2020-03-12,Manufacturing and Allied,Unga Group Ltd
UNGA,06-Nov-19,Unga Group Ltd,26.1,37,34,34,34,34,-,-,600,-,06-11-2019,2019-11-06,Manufacturing and Allied,Unga Group Ltd
UNGA,22-Feb-19,Unga Group Ltd,26.1,36.5,37,39,38.4,36.8,1.6,4.35%,700,-,22-02-2019,2019-02-22,Manufacturing and Allied,Unga Group Ltd
UNGA,03-Feb-20,Unga Group Ltd,26.1,37,33,33,33,32,1,3.13%,100,-,03-02-2020,2020-02-03,Manufacturing and Allied,Unga Group Ltd
